Ref.;Descripción;Subtotal;IGV;category;precio;categoria padre
1057;Keke BIMBO Bimboletes Marmoleados Paquete 2un 70g;2.12;18;Kekes;2.5;Panadería y Pastelería
1058;Keke BIMBO Bimboletes Sabor a Vainilla Paquete 2un 70g;2.12;18;Kekes;2.5;Panadería y Pastelería
1059;Pastelito Gansito MARINELA Bolsa 50g;2.12;18;Pasteles;2.5;Panadería y Pastelería
1062;Bebida FRUGOS DEL VALLE Fresh Fruit Punch Botella 1.5L;3.81;18;Otras Bebidas;4.5;Bebidas
1064;Leche GLORIA Chocolatada UHT Caja 946ml;5.34;18;Leches;6.3;Lácteos y Huevos
1065;Yogurt Bebible GLORIA Sabor a Guanábana Botella 946gr;5.93;18;Yogurts;7;Lácteos y Huevos
1066;Bebida CIFRUT Citrus Punch Botella 1.5L;3.39;18;Otras Bebidas;4;Bebidas
1068;Cigarro LUCKY STRIKE Blue Por Unidad;1.27;18;Cigarros;1.5;Tabaco y Vapes
1069;Gaseosa CONCORDIA Sabor Piña Botella 500ml;1.69;18;Gaseosas;2;Bebidas
1070;Gaseosa CONCORDIA Sabor Fresa Botella 500ml;1.69;18;Gaseosas;2;Bebidas
1071;Gaseosa TRIPLE KOLA Botella 500ml;1.69;18;Gaseosas;2;Bebidas
1072;Gaseosa SEVEN UP Lima Limón Botella 500ml;1.69;18;Gaseosas;2;Bebidas
1073;Papas Fritas INKA CHIPS Queso & CebollaBolsa 30g;2.12;18;Papas;2.5;Snacks
1074;Shampoo HEAD & SHOULDERS Suave y Manejable 2en1 Sachet 30ml;1.53;18;Cuidado del Cabello;1.8;Cuidado Personal
1077;Leche Condensada NESTLÉ Doypack 180g;3.81;18;Leche Condensada;4.5;Repostería
1078;Detergente en Polvo ARIEL Pro Cuidado Bolsa 150g;3.05;18;Detergentes;3.6;Cuidado de Ropa
1079;Detergente en Polvo ACE Limpieza Completa Bolsa 280g;4.15;18;Detergentes;4.9;Cuidado de Ropa
1081;Gaseosa PEPSI Botella 3L;8.05;18;Gaseosas;9.5;Bebidas
1082;Gaseosa PEPSI Botella 600ml;2.12;18;Gaseosas;2.5;Bebidas
1083;Gaseosa PEPSI Botella 750ml;2.54;18;Gaseosas;3;Bebidas
1084;Gaseosa PEPSI Botella 1L;2.97;18;Gaseosas;3.5;Bebidas
1087;Gaseosa CONCORDIA Sabor Fresa Botella 3L;6.36;18;Gaseosas;7.5;Bebidas
1088;Gaseosa CONCORDIA Sabor Piña Botella 1.5L;3.81;18;Gaseosas;4.5;Bebidas
1089;Gaseosa CONCORDIA Sabor Piña Botella 3L;6.36;18;Gaseosas;7.5;Bebidas
1090;Vodka SMIRNOFF Ice Red Original Classic Lemon Lata 350ml;6.78;18;Licores Preparados;8;Licores
1091;Vodka SMIRNOFF Ice Green Apple Lata 350ml;6.78;18;Licores Preparados;8;Licores
1092;Papel Higiénico SUAVE Resistemax Megarollo Negro Paquete 4un;6.36;18;Papel Higiénico;7.5;Limpieza
1094;Agua SAN LUIS con Gas Sabor Maracuyá Botella 625ml;1.69;18;Aguas Saborizadas;2;Bebidas
1095;Papel Toalla SCOTT Multiusos 1un;2.2;18;Papel Toalla;2.6;Limpieza
1096;Maracuyá por Kg;6.78;18;Frutas;8;Frutas y Verduras
1097;Papaya por unidad;3.81;18;Frutas;4.5;Frutas y Verduras
1100;Tortillas de Maíz DORITOS Flamin Hot Bolsa 43g;1.86;18;Maiz;2.2;Snacks
1102;Detergente en Polvo MARSELLA Profesional a GRANEL Bolsa 500g;3.39;18;Detergentes;4;Cuidado de Ropa
1103;Papas PRINGLES Sabor Original Lata 37g;4.66;18;Papas;5.5;Snacks
1104;Papel Higiénico SUAVE Cuidado Completo Verde Paquete 6un;5.25;18;Papel Higiénico;6.2;Limpieza
1105;Toallas Higiénicas KOTEX Nocturna 8un;4.66;18;Protección Femenina;5.5;Cuidado Personal
1106;Toallas Higiénicas KOTEX Normal 10un;4.24;18;Protección Femenina;5;Cuidado Personal
1107;Protectores Diarios KOTEX Cuidado Diario Paquete 20un;3.39;18;Protección Femenina;4;Cuidado Personal
1108;Lavavajilla Pasta SAPOLIO Limón Pote 800g;4.92;18;Lavavajillas;5.8;Limpieza
1109;Lavavajilla Pasta SAPOLIO Limón Pote 330g;2.54;18;Lavavajillas;3;Limpieza
1110;Galletas CASINO con Crema Sabor a Fresa Taco 129g;2.12;18;Galletas;2.5;Dulcería
1111;Agua SAN LUIS con Gas Sabor Manzana Botella 625ml;1.69;18;Aguas Saborizadas;2;Bebidas
1112;Galletas SAN JORGE de Soda Gourmet Bolsa 250 gr;2.97;18;Galletas;3.5;Dulcería
1113;Margarina SELLO DE ORO Barra 90g;2.12;18;Mantequilla y Margarina;2.5;Lácteos y Huevos
1114;Bebida Energizante MONSTER Energy Ultra Lata 473ml;7.2;18;Energizantes;8.5;Bebidas
1115;Harina FAVORITA Sin Preparar Bolsa 1Kg;4.41;18;Harinas y Féculas;5.2;Repostería
1116;Harina FAVORITA Sin Preparar Bolsa 200g;1.27;18;Harinas y Féculas;1.5;Repostería
1118;Suavizante BOLIVAR Plus Lavanda Doypack 400ml;3.56;18;Suavizantes;4.2;Cuidado de Ropa
1119;Suavizante BOLIVAR Plus Lavanda Sachet 80ml;0.85;18;Suavizantes;1;Cuidado de Ropa
1120;Aceite Vegetal MIRASOL Botella 900ml;6.78;18;Aceites;8;Abarrotes
1121;Galletas CASINO con Crema Sabor a Lúcuma Paquete 43g;0.85;18;Galletas;1;Dulcería
1122;Galletas SODA V Sabor Original Paquete 35g;0.51;18;Galletas;0.6;Dulcería
1123;Mayonesa ALACENA Doypack 8g;0.34;18;Cremas y Condimentos;0.4;Abarrotes
1126;Cerveza PILSEN Callao Lata 473ml;4.66;18;Con Alcohol;5.5;Cervezas
1131;Vodka MIKE'S Hard Passion Fruit Lemonade Lata 355ml;5.51;18;Licores Preparados;6.5;Licores
1132;Vodka MIKE'S Hard Strawberry Lemonade Lata 355ml;5.51;18;Licores Preparados;6.5;Licores
1137;Gomas ARCOR MOGUL Sabores frutados Bolsa 35g;1.27;18;Gomitas;1.5;Dulcería
1139;Galletas GN Vainilla Paquete 28g;0.42;18;Galletas;0.5;Dulcería
1140;Café Pasado BELCAFE Botella 300ml;5.59;18;Café e Infusiones;6.6;Desayunos
1143;Testa RAZZETO 90gr;2.97;18;Embutidos;3.5;Quesos y Embutidos
1148;Gaseosa FANTA Naranja Botella 192ml - RETORNABLE;0.85;18;Gaseosas;1;Bebidas
1150;Néctar FRUGOS DEL VALLE Sabor a Manzana Caja 970ml;3.81;18;Jugos y Néctares;4.5;Bebidas
1151;Néctar FRUGOS DEL VALLE Sabor a Durazno Botella 300ml;2.12;18;Jugos y Néctares;2.5;Bebidas
